Date,Price,Volume,Return,Volatility,Event_Shock,Regime_Label
2023-01-01 00:00:00,100.50671415301122,48391.74903759506,0.005067141530112327,0.0,0,0
2023-01-01 01:00:00,100.37779991847273,70164.34668424897,-0.0012826430117118465,0.0,0,0
2023-01-01 02:00:00,101.03797320333416,9694.535756069537,0.006576885381006925,0.0,0,0
2023-01-01 03:00:00,102.58691549885081,57720.9879645532,0.015330298564080254,0.0,0,0
2023-01-01 04:00:00,102.35696346573557,33282.297464303425,-0.00224153374723336,0.0,0,0
2023-01-01 05:00:00,102.12754368259789,50114.22405218491,-0.0022413695694918057,0.0,0,0
2023-01-01 06:00:00,103.75056769496464,146795.0951256793,0.015892128155073914,0.0,0,0
2023-01-01 07:00:00,104.5571606399186,17233.524834104926,0.007774347291529088,0.0,0,0
2023-01-01 08:00:00,104.07674726811732,10365.765076893427,-0.004594743859349521,0.0,0,0
2023-01-01 09:00:00,104.65183378818487,9049.688085183881,0.005525600435859646,0.0072300833344909705,0,0
2023-01-01 10:00:00,104.17732385793657,9741.883103209713,-0.004534176928124622,0.007775253213911237,0,0
2023-01-01 11:00:00,103.70255679664271,20392.007025655854,-0.004557297535702568,0.008068141408037983,0,0
2023-01-01 12:00:00,103.96384811441959,30981.699635623678,0.0025196227156603413,0.007986254408867298,0,0
2023-01-01 13:00:00,101.9851247316718,29047.590026272046,-0.01903280244657798,0.009319047917251855,0,0
2023-01-01 14:00:00,100.2361636411377,50371.62245875581,-0.017149178325130326,0.010708660450053094,0,0
2023-01-01 15:00:00,99.68257180955813,22314.72139482562,-0.005522875292409727,0.010765650716807828,0,0
2023-01-01 16:00:00,98.68292395790218,94233.7877411078,-0.010028311203344239,0.008826459740836973,0,0
2023-01-01 17:00:00,99.0029007065627,16904.635728561825,0.003242473325952739,0.008193634867741429,0,0
2023-01-01 18:00:00,98.11383082275341,334425.4175050694,-0.008980240755212112,0.008262040337082976,0,0
2023-01-01 19:00:00,96.73797694160409,41178.326774599394,-0.014023037013352918,0.007553247486313904,0,0
2023-01-01 20:00:00,98.16548970742247,9347.29657007022,0.014756487689215541,0.01040637863340457,0,0
2023-01-01 21:00:00,97.9536718453773,7548.525324739861,-0.0021577630048653564,0.010467687077407023,0,0
2023-01-01 22:00:00,98.02961356858492,35684.52552961398,0.0007752820468792384,0.01033028388928127,0,0
2023-01-01 23:00:00,96.64274138867131,17615.548256009457,-0.014147481862134569,0.009733886158396673,0,0
2023-01-02 00:00:00,96.12629927418268,44981.226557396934,-0.0053438272452518264,0.00881257392106033,0,0
2023-01-02 01:00:00,96.24253768465728,35356.5033454834,0.001209225897098661,0.008951488567210723,0,0
2023-01-02 02:00:00,95.14441651092712,20479.324338870425,-0.011409935774223029,0.009073792234411166,0,0
2023-01-02 03:00:00,95.51138663997631,9444.674171972323,0.06408873381224799,0.023349235039179253,1,1
2023-01-02 04:00:00,94.94725943720266,4842.337198046443,-0.00590638689918805,0.023201414028129686,0,1
2023-01-02 05:00:00,94.67979894176804,14093.726495138299,-0.0028169374979327678,0.02256123506490188,0,1
2023-01-02 06:00:00,94.11957231098411,51864.965066732235,-0.0059170661222939696,0.022403005259767857,0,1
2023-01-02 07:00:00,95.87234057348469,27285.037230677266,0.01862278184508938,0.022948389110493773,0,1
2023-01-02 08:00:00,95.86898770227333,6337.636722824863,-0.027398964064255408,0.025013350866078414,1,1
2023-01-02 09:00:00,94.86455784063722,26191.25684502816,-0.010477109289559,0.024790725559765046,0,1
2023-01-02 10:00:00,95.65434789032862,32380.684925103615,0.00832544912103189,0.02475039837850966,0,1
2023-01-02 11:00:00,94.49612329297739,9101.027186743582,-0.012108436499710223,0.025201601925036485,0,1
2023-01-02 12:00:00,94.70294090555652,25686.609550718378,0.002188635950047554,0.024791119667929296,0,1
2023-01-02 13:00:00,92.85654596028536,23346.648472950783,-0.019496701238797758,0.013264907706561085,0,0
2023-01-02 14:00:00,91.63252392594792,7023.589577576735,-0.013181860488984305,0.013487421215096447,0,0
2023-01-02 15:00:00,91.82207609739922,31501.40290057782,0.002068612358691235,0.01371125656822163,0,0
2023-01-02 16:00:00,92.50933365004622,38591.39203727975,0.007484665799954104,0.01433263128972461,0,0
2023-01-02 17:00:00,92.6771162384276,65059.0919735412,0.001813682811899705,0.012152808009130182,0,0
